index,x,y
83825,-4800,2136
83826,-6373,-8267
83827,-7456,9655
83828,7624,-525
83829,2104,8238
83830,-1483,443
83831,1501,8981
83832,-2581,-258
83833,4928,-4534
83834,-7027,-5592
83835,732,-753
83836,-5089,7034
83837,6532,-8478
83838,466,9151
83839,2086,-3703
83840,2831,-5909
83841,-2684,2478
83842,-6970,-9812
83843,-9797,1978
83844,-4681,-5118
83845,-4466,-1387
83846,656,1550
83847,7460,-8936
83848,5695,9792
83849,-1108,-7237
83850,-2056,2406
83851,-2746,-8005
83852,-881,-5618
83853,4367,9901
83854,-339,-6316
83855,-5366,3350
83856,-3199,-7652
83857,-8834,-340
83858,-5239,-2742
83859,-5348,-70
83860,8407,-6925
83861,-1629,-1555
83862,1902,-4519
83863,-6598,7774
83864,-7689,9743
83865,850,-5380
83866,2943,-2547
83867,9901,-7139
83868,2713,-1274
83869,-197,6207
83870,2086,-8780
83871,-3550,9696
83872,-2496,9149
83873,2045,6895
83874,-9191,832
83875,-1576,4668
83876,-8366,4686
83877,-2775,4087
83878,-2998,-2602
83879,-2539,-829
83880,528,-4815
83881,-8808,-4593
83882,-3522,-5336
83883,-3340,4015
83884,-5872,2298
83885,5420,4016
83886,1807,-9630
83887,8374,-4158
83888,-9681,34
83889,-2867,-8858
83890,-4036,3958
83891,3775,123
83892,-4527,-9728
83893,-2721,-6008
83894,-9890,-5889
83895,-2575,-3798
83896,-4248,-4732
83897,8500,-1833
83898,8386,2413
83899,-1176,7850
83900,-2808,-5780
83901,-9806,-8668
83902,5068,1754
83903,6574,1733
83904,8235,-4487
83905,-5471,-7263
83906,-8969,-7997
83907,-5142,4013
83908,-7952,-6564
83909,-3885,-3014
83910,-3227,8729
83911,1133,653
83912,6283,-6491
83913,3808,-8355
83914,-598,-9380
83915,-2489,-5471
83916,304,8295
83917,-4435,853
83918,1115,-6990
83919,971,-5207
83920,-2000,1810
83921,-9759,-5905
83922,-361,3318
83923,-2347,-9138
83924,-8135,-7669
83925,-1640,-1446
83926,-9978,-948
83927,2507,-7779
83928,295,-1
83929,-5008,-7403
83930,-7331,-3034
83931,-6847,-1027
83932,-5367,-4526
83933,3781,-6394
83934,-7513,-5724
83935,9256,-1119
83936,8640,2121
83937,9258,719
83938,3308,-8681
83939,-9267,-8176
83940,4343,-9002
83941,2767,-4019
83942,1203,2546
83943,-1744,2276
83944,-1454,-3737
83945,-3376,2075
83946,-4295,-3970
83947,-9370,8077
83948,7735,227
83949,-7103,-3417
83950,-6480,-9712
83951,-1815,-3978
83952,9337,8300
83953,-7080,4874
83954,1005,-5439
83955,-2851,7232
83956,1390,988
83957,6789,-9418
83958,-7953,-8806
83959,-9287,2757
83960,5842,-2203
83961,5987,5109
83962,-2663,8604
83963,-4412,-8129
83964,1995,-8082
83965,2075,-7307
83966,6117,-1950
83967,9749,-9773
83968,-5744,-8190
83969,-2964,7783
83970,-6192,-8084
83971,2876,6773
83972,-7667,2454
83973,-1832,-1871
83974,2053,1453
83975,-3296,-5923
83976,-4452,-3976
83977,4168,-1775
83978,-9427,2000
83979,5290,-6756
83980,7306,-6976
83981,5549,664
83982,-6138,1002
83983,-7147,710
83984,-69,4112
83985,8521,-2113
83986,-7742,9803
83987,-8278,-624
83988,-9140,9642
83989,-3724,-9891
83990,-5139,-2007
83991,4032,-9651
83992,-2597,-7420
83993,-4037,-6741
83994,-3621,5754
83995,2488,-4333
83996,-2307,-4146
83997,-1347,-1052
83998,-2158,9781
83999,8951,5736
84000,6617,2203
84001,-6961,143
84002,1171,-554
84003,4955,-4085
84004,-9507,8604
84005,4156,-2168
84006,6490,-1144
84007,-5878,-5179
84008,4124,-4362
84009,-625,-5530
84010,-5370,-4711
84011,-6610,4952
84012,-9661,-5326
84013,-2202,1716
84014,7875,-3114
84015,2926,-891
84016,-5248,-3042
84017,5378,-5514
84018,1557,-6979
84019,-2310,2082
84020,8224,-9474
84021,1861,513
84022,870,-6295
84023,2038,-4038
84024,-9180,2741
84025,-7323,-4584
84026,9772,-2443
84027,5506,-3617
84028,476,-529
84029,1253,3817
84030,1972,-2521
84031,-4811,2005
84032,-4660,-9378
84033,4069,-7246
84034,1979,1903
84035,1984,5954
84036,8824,-1205
84037,4178,-871
84038,8914,-8074
84039,-6247,4570
84040,-6412,-7271
84041,2452,-4956
84042,5967,-2289
84043,9027,-4904
84044,-7341,-8688
84045,-7967,6511
84046,52,2251
84047,4676,-6682
84048,8326,-5
84049,-452,-5015
84050,7568,-4087
84051,4104,4675
84052,-8300,-7476
84053,-3740,-889
84054,7498,-5982
84055,2320,5496
84056,-4872,-7562
84057,-4339,-3671
84058,-6483,3715
84059,-2699,6301
84060,-3727,-3480
84061,-6557,5240
84062,-1017,-1537
84063,8511,-6757
84064,-8999,-3858
84065,2522,-5390
84066,315,5161
84067,-8553,-1903
84068,-726,8905
84069,-1912,-4667
84070,-3001,-6034
84071,-9744,-5986
84072,-526,2232
84073,239,645
84074,-6012,-1850
84075,-5491,2797
84076,-3261,1771
84077,-4493,-79
84078,-3251,1299
84079,-8833,-1676
84080,1207,-766
84081,-4583,-7781
84082,-2265,-4396
84083,-8073,-1586
84084,7332,4859
84085,-4230,1201
84086,-9583,8464
84087,-3120,6580
84088,-5160,-1654
84089,-918,9587
84090,-7085,-8923
84091,-4430,9655
84092,-3568,-2871
84093,-5236,-3371
84094,-2914,-185
84095,-3695,7881
84096,-9342,-3636
84097,9707,8381
84098,-1564,9097
84099,8818,6551
84100,-6141,456
84101,-7656,-1269
84102,-6729,-4535
84103,8348,6541
84104,-7529,-4825
84105,8079,-5224
84106,-8927,-3815
84107,-3925,9058
84108,-9182,-9246
84109,2235,-5943
84110,-4349,-4328
84111,-7262,479
84112,7157,-1524
84113,-6772,-3199
84114,8392,167
84115,9313,-6833
84116,-8443,-4539
84117,-2313,-1472
84118,-5632,1065
84119,-3272,4098
84120,-2448,-1422
84121,9865,6310
84122,-1315,-7727
84123,-2725,-5823
84124,-5150,531
84125,-5701,-8358
84126,-2729,-2570
84127,6409,-7954
84128,2739,6063
84129,-4259,-7637
84130,-2350,-7628
84131,1065,-75
84132,-8718,-3746
84133,63,-1530
84134,-8261,8853
84135,-162,715
84136,-2820,2262
84137,7119,-5374
84138,1318,-5673
84139,-2289,2330
84140,-4176,-3323
84141,5101,2400
84142,9782,-4322
84143,-6362,-120
84144,-5369,-4243
84145,-1288,-7619
84146,1011,4385
84147,9320,-8840
84148,3678,-5218
84149,-4456,1533
84150,-659,2700
84151,-6931,8802
84152,-1650,-3588
84153,-1973,-4914
84154,-105,9645
84155,2417,-5554
84156,-9700,-5114
84157,-7377,2501
84158,8405,612
84159,3585,2827
84160,2817,5625
84161,-8258,-2253
84162,-9294,3635
84163,-2767,-6512
84164,3435,-8742
84165,-7064,-9827
84166,-1955,2057
84167,8427,-6957
84168,1029,-2504
84169,3329,-3394
84170,-2988,-703
84171,-9263,8869
84172,-7607,-6461
84173,8703,-1728
84174,3743,1510
84175,-1926,534
84176,-2955,-5775
84177,1596,-9176
84178,-4279,-8277
84179,-8378,4347
84180,-7519,-4764
84181,-5684,2480
84182,4582,-1947
84183,-4936,2023
84184,853,-6494
84185,1667,-1657
84186,1729,1770
84187,-7693,-6961
84188,2812,-1970
84189,-3023,2419
84190,-9733,8439
84191,-8027,8327
84192,1533,2667
84193,-9067,2056
84194,-1771,1673
84195,-8094,-4375
84196,-4228,3557
84197,-279,6803
84198,-7256,-4635
84199,-3798,4362
84200,-184,1606
84201,-50,-6923
84202,45,-4354
84203,-4823,-1165
84204,1605,-5059
84205,-4676,-5609
84206,4705,-9762
84207,-6277,4961
84208,-1700,-6011
84209,-643,-9926
84210,-8326,1830
84211,-7027,8352
84212,8455,-4221
84213,3189,-3263
84214,-3731,-8348
84215,-197,-8793
84216,1809,1288
84217,-5498,-8867
84218,-8453,-47
84219,-9646,-7301
84220,9247,-3180
84221,-8958,-5356
84222,1754,-864
84223,6041,-2770
84224,-5156,-5354
84225,-8090,-4986
84226,3733,5713
84227,9956,2692
84228,-8138,-4530
84229,-286,-2685
84230,6457,-1017
84231,-2801,-2950
84232,836,1274
84233,-4176,-5665
84234,-1553,-3754
84235,-3096,8128
84236,8865,-7387
84237,-5465,4787
84238,-8689,530
84239,-9157,-7921
84240,-1259,-3007
84241,-3602,-3127
84242,-1513,-9993
84243,6126,6909
84244,-6868,-8719
84245,6671,2756
84246,859,873
84247,-6604,-7279
84248,-6513,-7186
84249,-9794,4037
84250,-1990,-6983
84251,-5848,-7757
84252,-1360,-2200
84253,-6120,6965
84254,-9531,-455
84255,2322,-5473
84256,4852,-9404
84257,-1332,-1436
84258,-4419,2287
84259,9629,-9613
84260,-6294,-659
84261,-4021,1535
84262,-9686,264
84263,-5394,2496
84264,-6426,-3863
84265,-1003,-6978
84266,8864,-3104
84267,-2258,2062
84268,2458,5553
84269,-2499,-3198
84270,2222,2188
84271,-1973,-9225
84272,-402,-511
84273,8606,7439
84274,-330,5630
84275,5440,-9236
84276,-4624,-4605
84277,-1530,-8111
84278,7202,792
84279,-9116,-903
84280,5247,-8574
84281,-922,-5955
84282,7621,9137
84283,-2304,-417
84284,-8728,-5886
84285,-1709,-2592
84286,-593,3408
84287,3246,2145
84288,7959,-3222
84289,2387,1261
84290,-7314,2749
84291,8940,-4538
84292,1221,-6837
84293,-2208,4104
84294,-4943,220
84295,9360,1416
84296,-7200,-9940
84297,6013,-3140
84298,2826,-5568
84299,-2185,-5166
84300,-8034,-3554
84301,7876,-6822
84302,-9536,-3326
84303,-1671,6030
84304,-257,-2687
84305,-8926,-9218
84306,7860,-6479
84307,7582,-9288
84308,-3961,-6054
84309,-1812,4128
84310,1282,-1582
84311,-4377,-4485
84312,2189,500
84313,303,55
84314,-1593,301
84315,-935,-4867
84316,3341,-8145
84317,-3061,-7307
84318,-7390,-5434
84319,-7777,-5427
84320,3495,-8518
84321,2818,-1903
84322,5653,-7416
84323,-9156,3751
84324,3923,578
84325,-823,6786
84326,-5418,-6894
84327,2215,-8569
84328,-2518,2298
84329,-3883,-690
84330,-4530,-7113
84331,4064,-8553
84332,5279,-6757
84333,-5733,-8360
84334,-8893,9564
84335,-5004,-3262
84336,4960,-5616
84337,-883,5744
84338,9682,3870
84339,7473,6684
84340,-8433,8905
84341,-1799,-252
84342,7521,-7418
84343,-750,-1953
84344,858,-9828
84345,7157,-1303
84346,-7068,-1070
84347,7752,8602
84348,-7871,6645
84349,-3699,-7644
84350,-5550,-7438
84351,222,-5514
84352,6814,1592
84353,-2040,2762
84354,-2825,-2088
84355,-7635,-7396
84356,-4764,-8086
84357,-9891,-4143
84358,-4997,-8429
84359,7978,8684
84360,-3016,-9082
84361,-6170,714
84362,1038,2007
84363,-3884,6677
84364,-6910,-2977
84365,-1654,3018
84366,413,-9221
84367,-3914,-2470
84368,-5837,-469
84369,-4018,-9289
84370,3101,-4412
84371,-6506,2462
84372,2461,2273
84373,-3203,-5996
84374,7944,2720
84375,-9407,-1143
84376,6259,-3906
84377,-3754,211
84378,9394,-7364
84379,-969,8628
84380,804,-5321
84381,2961,-4783
84382,-5466,-9498
84383,-2003,-179
84384,-6206,-6586
84385,-1802,-473
84386,600,2973
84387,-7552,3887
84388,-4864,8106
84389,-5476,-7605
84390,1914,35
84391,-7321,-2280
84392,377,-4822
84393,-7074,4884
84394,7077,9004
84395,-2294,1465
84396,-4700,-3069
84397,9448,-7252
84398,-5377,-1094
84399,-9071,-7683
84400,-5202,-5497
84401,-6069,-9805
84402,8031,1036
84403,-5531,7171
84404,-4570,6768
84405,-6394,-1195
84406,4483,-2832
84407,-258,4352
84408,9392,9189
84409,-223,6991
84410,-6057,1134
84411,-399,-3761
84412,679,-2060
84413,-5682,4331
84414,-1735,-4632
84415,-3966,-5116
84416,-2123,-6840
84417,9445,-4897
84418,-6822,-7451
84419,-2914,664
84420,314,-7227
84421,1841,-6203
84422,-3643,-2633
84423,-4734,3384
84424,5964,7790
84425,-3719,-739
84426,-714,3079
84427,-2372,1169
84428,-3248,7464
84429,-4356,-10
84430,1990,-3324
84431,-1961,1169
84432,6968,5791
84433,-5878,-6064
84434,1881,4183
84435,-9153,-9217
84436,-360,-4985
84437,-8292,7207
84438,-8007,-383
84439,-3031,-1650
84440,-3362,-1122
84441,-1512,5412
84442,-4062,-1091
84443,-6083,9191
84444,-9904,960
84445,2055,-9641
84446,9595,-4639
84447,-8895,-462
84448,4160,-304
84449,-1489,-3636
84450,-4183,-8541
84451,-9438,-270
84452,5545,-4444
84453,621,-9119
84454,8223,-967
84455,-5126,2437
84456,4867,-2960
84457,-5106,1836
84458,-8019,-7412
84459,-192,-606
84460,2687,-4084
84461,-3668,-9054
84462,-1657,-7651
84463,1947,3635
84464,1594,4067
84465,3866,8222
84466,6788,1549
84467,-4428,5458
84468,-329,-3968
84469,7104,-841
84470,-3653,1536
84471,3285,-2100
84472,3659,-2234
84473,-7004,-7172
84474,-3851,7358
84475,1601,8789
84476,1542,-5967
84477,99,462
84478,189,-7106
84479,-4832,8789
84480,-6631,9613
84481,-8439,1788
84482,-1423,-9950
84483,-2445,3757
84484,5300,1504
84485,-1941,-1948
84486,-2506,-353
84487,-9885,7834
84488,7064,1565
84489,5030,-632
84490,-3291,-3194
84491,-1096,-9579
84492,6611,-698
84493,3750,-5135
84494,-9505,-2716
84495,-6511,2642
84496,7260,-6398
84497,-2615,-820
84498,-5325,-6990
84499,3300,2067
84500,-6245,3643
84501,489,-678
84502,203,-9956
84503,-2106,-1879
84504,-5586,7313
84505,-2569,-1006
84506,-845,823
84507,-5574,-6165
84508,6193,1064
84509,1743,-3497
84510,1690,3225
84511,8000,522
84512,6225,-7625
84513,-9935,1334
84514,-6216,1213
84515,-8471,-8812
84516,-5990,2260
84517,-70,-1313
84518,3305,1624
84519,-928,-9380
84520,54,9610
84521,-8621,2495
84522,-9601,1790
84523,-1142,-9882
84524,57,-6524
84525,4230,-9249
84526,-7367,2001
84527,-7263,4524
84528,-9279,2099
84529,-9991,986
84530,5189,2311
84531,-1097,-9171
84532,-3171,-2436
84533,814,-2807
84534,-9751,3000
84535,1256,7724
84536,4841,9326
84537,-1641,-1288
84538,-260,4183
84539,-3654,-3640
84540,5476,-2719
84541,-3707,-9670
84542,-7147,-4986
84543,735,-7690
84544,5962,8283
84545,-4886,-7181
84546,3064,-8558
84547,-4342,-9200
84548,-8531,-8611
84549,-1245,3694
84550,-1571,-6340
84551,-2086,-8896
84552,-4777,435
84553,-630,-6388
84554,-7822,8694
84555,-9694,7907
84556,-7706,-6012
84557,-6886,5326
84558,3031,-5518
84559,-1061,-1556
84560,-409,-4627
84561,419,1695
84562,119,-3452
84563,-3414,8271
84564,-8846,1795
84565,-7474,-8967
84566,6584,9543
84567,-258,-4531
84568,2644,424
84569,-3923,7267
84570,-3391,3720
84571,-4542,874
84572,-8568,-6471
84573,9251,5063
84574,1594,1786
84575,-8715,5959
84576,-3415,1309
84577,223,-938
84578,-8249,-6565
84579,-5197,3338
84580,8211,-2952
84581,7259,-6075
84582,1606,7429
84583,-5249,8405
84584,3479,-5459
84585,-3309,8293
84586,1381,-2272
84587,-2061,3367
84588,-9381,-9279
84589,-8585,-9853
84590,-7970,-9016
84591,2130,-3019
84592,-6738,-9167
84593,-7927,-7075
84594,-5431,-3038
84595,8004,-8860
84596,-965,-9908
84597,-2629,-5042
84598,3003,9097
84599,8011,8209
84600,-2535,8268
84601,-7923,-3385
84602,-8348,-4457
84603,-3322,-9140
84604,-3631,8173
84605,6508,1381
84606,-4147,-2718
84607,-7435,1646
84608,-9140,-8030
84609,-4909,-2145
84610,-8276,-7069
84611,-3566,-7544
84612,-6393,2311
84613,1082,8374
84614,-4388,-713
84615,-8707,-6217
84616,-3179,-3003
84617,519,-2591
84618,1097,-2554
84619,2593,1288
84620,-9404,-7990
84621,-914,-5251
84622,6731,-639
84623,-9877,-5726
84624,9638,-524
84625,-1981,7322
84626,-2615,-2509
84627,4108,-5475
84628,-6367,-697
84629,-2400,1094
84630,5160,-7518
84631,2287,2078
84632,5806,-8555
84633,-7292,-4425
84634,743,-7718
84635,610,7809
84636,-6589,-4992
84637,-1529,-5503
84638,-1819,-224
84639,-6911,-2100
84640,-2068,-1962
84641,-7145,-3274
84642,-6894,-113
84643,-3226,1613
84644,-922,-4073
84645,-9655,-3775
84646,-6671,-5576
84647,-4722,-3739
84648,-1296,-539
84649,-1036,3970
84650,-8752,-3764
84651,1039,8878
84652,-7248,-4249
84653,857,-8407
84654,-4387,-6324
84655,-6607,2271
84656,9937,-1793
84657,-443,5166
84658,2104,-1516
84659,-7772,-1397
84660,1176,-7196
84661,-7253,4227
84662,5032,3658
84663,844,-3474
84664,-8348,-9682
84665,2282,3733
84666,-7161,-3568
84667,-1252,-3572
84668,5082,-3375
84669,977,7368
84670,-9276,-8337
84671,8395,-3870
84672,2339,2185
84673,-5774,-602
84674,-6221,-4282
84675,-2208,-303
84676,-5195,-3167
84677,9356,7355
84678,-761,2853
84679,-7003,-6496
84680,-377,7399
84681,-2638,-3315
84682,-1557,13
84683,3555,-6337
84684,5758,1837
84685,-640,3963
84686,854,-9117
84687,133,-392
84688,-3524,-9889
84689,-1466,9685
84690,-1496,9116
84691,816,-4344
84692,-7889,-9692
84693,6173,-2070
84694,-3821,-6295
84695,-2482,17
84696,-5186,-6120
84697,1249,-690
84698,6751,4791
84699,1665,9463
84700,1896,-3442
84701,1731,-2589
84702,-9091,-1925
84703,-1423,551
84704,3988,-3157
84705,1823,-9748
84706,-1302,-1136
84707,-1914,2422
84708,-7596,-8756
84709,8218,-1593
84710,9163,-3581
84711,1152,-1952
84712,2359,-4842
84713,3229,8309
84714,-1527,-4704
84715,-6586,9678
84716,-6167,-3108
84717,-1877,-9699
84718,-8439,-799
84719,7291,-1283
84720,-1322,-7690
84721,6048,6107
84722,-5458,-983
84723,1237,-4220
84724,-981,2307
84725,469,-2469
84726,1695,-411
84727,-3797,-1181
84728,-6799,8479
84729,593,-848
84730,1363,-8497
84731,6606,1214
84732,1072,232
84733,-7398,-6201
84734,-3416,-1274
84735,1189,959
84736,484,-2743
84737,1195,-9439
84738,-4452,2346
84739,-2777,4788
84740,-3201,9028
84741,-4870,7424
84742,4603,-8623
84743,-6287,-1377
84744,-1372,-8404
84745,5434,-7394
84746,-3620,-7072
84747,-2506,-2214
84748,-4722,974
84749,7712,307
84750,-1382,-7450
84751,6644,5751
84752,5752,-8557
84753,-5771,923
84754,-3307,-3719
84755,-2888,1383
84756,2542,-6718
84757,-6688,4094
84758,5150,-1982
84759,-1748,-1482
84760,6081,-3458
84761,-432,-9652
84762,-6253,6461
84763,1202,-6275
84764,-5371,-7208
84765,4685,-3618
84766,483,354
84767,-136,-7582
84768,-3717,2492
84769,-5931,-7051
84770,-9501,4465
84771,9627,6282
84772,5676,9538
84773,-9743,7887
84774,-2514,-3733
84775,-409,-7537
84776,-9024,5907
84777,-7733,-7909
84778,-4996,-8248
84779,-9243,-2523
84780,7278,9299
84781,-3594,-1250
84782,6569,-6366
84783,-4911,-105
84784,1009,5913
84785,4598,-6123
84786,3443,-9105
84787,-1333,-1172
84788,-8084,-3920
84789,-9228,-8644
84790,-7743,2211
84791,-1233,2778
84792,3193,-3170
84793,-9288,-5699
84794,-7429,6798
84795,-4783,2815
84796,2140,1477
84797,-6315,-4433
84798,-290,513
84799,-2722,3591
84800,-9372,1692
84801,2401,-9091
84802,-968,3574
84803,-6975,2699
84804,-1142,-3988
84805,-4043,763
84806,-8398,-5245
84807,-1853,-1806
84808,-6389,2840
84809,-9884,-4409
84810,-1278,-2045
84811,-7742,-5481
84812,6754,-6317
84813,-5297,-8500
84814,-2059,-6501
84815,3172,4283
84816,6249,-2451
84817,2581,185
84818,7658,-3268
84819,5135,-1913
84820,8134,3556
84821,2998,756
84822,731,8839
84823,-8820,-4879
84824,-1100,-9599
84825,3858,-3951
84826,-609,-3470
84827,-9639,7576
84828,-782,9682
84829,7190,-4811
84830,-7889,3943
84831,-6537,-7761
84832,-2037,-5110
84833,-788,8267
84834,-286,-1243
84835,-9322,-9182
84836,-1061,7327
84837,-9352,-3870
84838,6380,-1124
84839,4628,2735
84840,2974,-6873
84841,5492,6004
84842,-5386,-2470
84843,-8380,4876
84844,9081,-6382
84845,-8580,-7929
84846,7489,-3012
84847,541,2134
84848,-4539,-6840
84849,802,-7733
84850,-7507,-1434
84851,-679,8786
84852,-3225,9539
84853,625,-6858
84854,-9432,-2008
84855,1674,-1507
84856,-6304,9235
84857,-6227,4703
84858,-9362,-7651
84859,-6052,-6181
84860,6883,1530
84861,-1283,-5385
84862,1626,-2905
84863,-2299,3953
84864,-994,-1047
84865,7870,-7332
84866,504,-729
84867,-2447,5654
84868,1541,-6084
84869,1390,-9836
84870,1457,10
84871,-5959,-3265
84872,-2170,-1450
84873,2706,7470
84874,-4630,-5230
84875,-1614,-7871
84876,-8211,458
84877,2105,-3486
84878,5288,-9193
84879,3605,-1804
84880,1809,-1882
84881,-8111,-3709
84882,-3916,-4610
84883,-7485,3630
84884,-8901,3803
84885,-6288,8071
84886,-9690,7121
84887,-2059,4717
84888,-508,2831
84889,-8338,-257
84890,-590,2084
84891,-9210,-9188
84892,-5131,1317
84893,5197,2063
84894,-6041,-9224
84895,4704,-7844
84896,-1670,-4798
84897,5631,1605
84898,2166,-6305
84899,1178,-6388
84900,-1017,-3977
84901,-2104,2094
84902,6905,2269
84903,2349,5208
84904,-2196,-888
84905,-6169,4801
84906,-5832,-6373
84907,-1525,3823
84908,-3547,-7580
84909,-5363,-5101
84910,-2843,-3869
84911,2222,-2349
84912,-7116,-5917
84913,6178,-1722
84914,6804,476
84915,-9082,-7399
84916,-5759,-2405
84917,1905,-7101
84918,5580,-6947
84919,-4655,1664
84920,-707,1436
84921,-6386,-8992
84922,9491,9749
84923,-6475,-6871
84924,-5423,4924
84925,454,7750
84926,-8288,9438
84927,-1360,-2731
84928,-2896,927
84929,-7615,8859
84930,5614,-5115
84931,-6543,-4496
84932,-210,-9229
84933,-6047,-31
84934,9852,-1166
84935,-3615,-2729
84936,-5071,-1414
84937,-7472,4054
84938,-7980,8488
84939,-7290,62
84940,4539,-8460
84941,9105,6638
84942,1309,88
84943,-3243,-2356
84944,-9601,1389
84945,-5329,6356
84946,-7824,-5034
84947,-8007,-7151
84948,-3395,3855
84949,-1208,-6494
84950,-9408,-1020
84951,3004,-6900
84952,9492,-6024
84953,-6335,3230
84954,-6122,1205
84955,-7135,-8451
84956,2466,7305
84957,8278,1940
84958,2501,7184
84959,-7941,410
84960,-6093,-3272
84961,-2096,9112
84962,1261,8567
84963,5989,-9364
84964,-2441,-3088
84965,-3965,-7718
84966,-9716,-451
84967,5880,-8394
84968,-9057,7588
84969,3554,-1961
84970,7733,-6495
84971,-9136,9077
84972,-2043,4550
84973,5610,-4767
84974,-8921,-5435
84975,-3197,-8787
84976,8483,4197
84977,1331,2989
84978,-8282,-9305
84979,-5732,7019
84980,8385,534
84981,2648,9264
84982,-9635,-4841
84983,830,7147
84984,5540,-4928
84985,-8337,-8854
84986,9252,-9290
84987,-7463,-6361
84988,788,-376
84989,-9894,-7109
84990,8045,-5939
84991,-4870,-2184
84992,6003,7552
84993,-7532,-5586
84994,-6784,1259
84995,-5483,5058
84996,-982,2015
84997,6368,-4297
84998,-8114,-1343
84999,7107,8648
85000,-3407,-7583
85001,-9271,4086
85002,-3518,1673
85003,1347,5475
85004,-992,-7029
85005,-8133,-8122
85006,710,-3101
85007,-5811,-567
85008,-4707,-9386
85009,-9326,3348
85010,-9998,-9163
85011,-4093,-1044
85012,-8869,3908
85013,-7587,-240
85014,4612,-4562
85015,-8186,-639
85016,-5200,4774
85017,-7371,527
85018,-98,-4841
85019,-4677,-1452
85020,986,5169
85021,-6207,960
85022,-1788,-1385
85023,-5019,-1124
85024,-1216,-9263
85025,6079,4101
85026,-9134,-9107
85027,-733,-7212
85028,8337,1051
85029,-2725,-588
85030,2125,-234
85031,-8572,-1747
85032,4288,-7181
85033,-8277,-4942
85034,-7876,-8716
85035,-1653,-5051
85036,-1974,387
85037,1199,-5152
85038,-8935,-7094
85039,-8612,8895
85040,195,2381
85041,-7276,5871
85042,-1089,1172
85043,-8735,-9395
85044,-6623,-3947
85045,7380,-2701
85046,-714,7157
85047,-7751,-7629
85048,5734,4723
85049,-6081,1618
85050,7487,-6087
85051,3813,-8454
85052,5477,1493
85053,-825,4474
85054,5742,-6409
85055,9907,-9281
85056,-7757,-714
85057,441,2014
85058,806,2422
85059,-9282,-4200
85060,4778,-2061
85061,-9021,7670
85062,-9279,500
85063,-9891,-4692
85064,-1245,2979
85065,-8327,-2147
85066,9462,-3072
85067,151,-3279
85068,-498,7088
85069,-7465,-5418
85070,-9795,-8830
85071,-6488,-5932
85072,-3111,1929
85073,895,8263
85074,2226,-6267
85075,-1574,-287
85076,-3727,-7058
85077,2080,6516
85078,-6117,-4516
85079,4004,-308
85080,-2765,8843
85081,-2709,-5537
85082,6663,-9895
85083,-1157,-271
85084,2328,-9031
85085,4562,1933
85086,-4291,8009
85087,5340,-5695
85088,-223,3664
85089,-7535,-5454
85090,9686,-3468
85091,-8834,-7587
85092,-1598,1554
85093,-649,-5351
85094,1594,-5450
85095,4761,138
85096,2514,1411
85097,-1758,-4206
85098,-1073,-5324
85099,-1404,-8114
85100,-3106,856
85101,7633,4424
85102,-2745,-614
85103,-8520,-7661
85104,5830,-1241
85105,-858,3667
85106,-8857,-9390
85107,8417,-4505
85108,1142,-3102
85109,-7433,-224
85110,-2786,-5250
85111,-4378,-4115
85112,-7225,-7646
85113,-6505,2622
85114,-2316,-7067
85115,-5343,-6835
85116,-7900,2932
85117,5034,5557
85118,-7281,6861
85119,7716,1593
85120,-9602,-6337
85121,-51,2373
85122,285,-7269
85123,-7124,-4644
85124,-8550,-1480
85125,2641,1138
85126,-4384,-4406
85127,-2381,4940
85128,392,3233
85129,-3820,-2122
85130,1870,-5686
85131,-292,1063
85132,-6063,-8093
85133,-4621,-5814
85134,-4935,-6677
85135,-373,-7312
85136,2415,-695
85137,-897,-8887
85138,-9319,-7887
85139,-6420,-8817
85140,-730,-799
85141,6451,5720
85142,-8458,9715
85143,-7815,3115
85144,-7789,9778
85145,-8792,-8127
85146,24,-597
85147,6985,-9798
85148,-1152,-5581
85149,-4263,-8114
85150,-9286,-8517
85151,-8142,-6767
85152,-8079,-1611
85153,165,-1453
85154,-4991,-6156
85155,-436,-6514
85156,6730,-7781
85157,-3527,-897
85158,-8643,-1664
85159,-8012,2554
85160,7101,6482
85161,-4492,9631
85162,6209,1152
85163,4196,5908
85164,-2411,-2249
85165,2380,-9483
85166,2535,-7131
85167,-5105,2123
85168,9723,-4498
85169,-1024,3542
85170,-6235,9566
85171,-3732,-9932
85172,3331,-1974
85173,-1643,-6831
85174,-1903,-711
85175,-3409,3614
85176,2731,-5866
85177,-4633,9506
85178,-7693,-8686
85179,2836,3273
85180,6486,4259
85181,-5079,-7444
85182,7172,-6105
85183,2877,-1614
85184,2082,-4505
85185,-6156,-8700
85186,4026,6107
85187,-1386,-2680
85188,-8910,-6199
85189,1366,-5856
85190,-4178,1584
85191,-7903,-1121
85192,2934,3704
85193,-4559,727
85194,9648,1312
85195,-334,-9231
85196,-8941,7460
85197,-8997,-184
85198,-1522,-3599
85199,-2785,-85
85200,-7120,-372
85201,-9025,8427
85202,-6945,-4489
85203,-4244,9919
85204,-772,-9562
85205,864,1796
85206,-8299,2553
85207,-6783,480
85208,-1587,-2567
85209,-2693,-6761
85210,-9270,319
85211,3693,-7461
85212,-7381,-4223
85213,8144,-7750
85214,896,-4585
85215,84,-1936
85216,2402,344
85217,3380,-3897
85218,-2874,6180
85219,-5735,285
85220,-8190,-1586
85221,-5062,-6703
