index,x,y,z
7525,938,-778,-372
7526,-429,6,982
7527,-233,-980,-33
7528,-976,563,-490
7529,816,-95,-464
7530,-422,433,-387
7531,264,662,-387
7532,-789,443,243
7533,417,-191,973
7534,198,-250,214
7535,-483,-934,537
7536,604,587,-398
7537,936,-856,-820
7538,-863,-277,227
7539,-265,-174,-883
7540,-148,749,-542
7541,456,939,803
7542,582,-848,950
7543,-403,666,859
7544,441,534,62
7545,-991,921,645
7546,119,-351,476
7547,458,-403,922
7548,-115,634,-365
7549,52,-451,87
7550,-533,-944,543
7551,566,-568,-127
7552,-39,987,-98
7553,-329,-573,130
7554,-421,592,-728
7555,-806,-391,-434
7556,82,892,491
7557,599,523,-525
7558,-123,-715,499
7559,348,-568,-499
7560,190,305,964
7561,165,-606,-449
7562,-616,-47,-597
7563,696,70,-586
7564,689,800,199
7565,-650,923,-667
7566,161,957,-103
7567,-753,23,-935
7568,-580,954,-325
7569,747,-8,45
7570,-133,816,779
7571,180,-212,903
7572,421,170,133
7573,695,34,260
7574,-764,-530,938
7575,44,-75,-850
7576,336,484,672
7577,-142,-842,-961
7578,639,392,912
7579,951,706,-965
7580,994,-609,91
7581,-417,-838,-288
7582,-784,-288,111
7583,-850,-134,222
7584,19,144,610
7585,-717,-905,-24
7586,-7,-519,437
7587,-799,250,573
7588,-312,-1000,-219
7589,515,-55,104
7590,-918,972,672
7591,-375,-769,-873
7592,-482,761,326
7593,717,-839,237
7594,906,-350,180
7595,-569,-485,446
7596,-208,16,570
7597,-733,-739,-195
7598,359,595,215
7599,-470,439,-777
7600,-772,142,-588
7601,722,-91,-993
7602,454,-43,918
7603,238,-817,-615
7604,-992,540,742
7605,-170,356,299
7606,-1000,-668,-413
7607,450,-696,910
7608,-857,801,663
7609,-819,21,881
7610,-849,-217,350
7611,-776,835,-126
7612,-790,-975,90
7613,876,761,-599
7614,774,851,-388
7615,-196,525,69
7616,-832,-243,690
7617,-634,-24,-529
7618,971,160,-463
7619,-172,-250,-140
7620,379,-725,-619
7621,310,-596,-740
7622,-960,66,272
7623,-826,-10,658
7624,239,308,-887
7625,346,-925,291
7626,237,-426,-601
7627,914,750,518
7628,273,-842,-882
7629,662,-432,-704
7630,-435,-256,-405
7631,-118,-339,-490
7632,518,-315,845
7633,403,511,752
7634,595,701,729
7635,-173,-80,26
7636,610,135,-190
7637,-149,468,809
7638,711,451,-166
7639,952,-533,157
7640,740,-436,-725
7641,504,-522,-708
7642,696,838,-52
7643,-679,595,-232
7644,-847,898,820
7645,206,31,-70
7646,896,946,263
7647,874,-924,581
7648,-62,893,302
7649,-512,363,-582
7650,101,-982,230
7651,504,-41,276
7652,-56,738,913
7653,-122,644,-557
7654,664,-677,-51
7655,-800,-577,237
7656,75,-852,-144
7657,-52,-421,360
7658,-209,-366,-466
7659,858,933,-893
7660,18,25,-88
7661,-477,479,-797
7662,768,-688,-825
7663,-9,-721,-242
7664,668,745,902
7665,716,823,-670
7666,972,-390,642
7667,-673,962,-928
7668,4,917,-890
7669,-214,-460,-213
7670,785,4,545
7671,815,-306,-510
7672,-471,970,408
7673,-61,-849,349
7674,-812,871,514
7675,-965,77,-854
7676,-108,-618,-510
7677,8,-743,-175
7678,646,-805,824
7679,394,-371,-108
7680,-468,204,-805
7681,-117,-763,-411
7682,306,28,352
7683,493,857,304
7684,-984,-153,52
7685,646,334,-357
7686,-996,-85,529
7687,-323,673,-342
7688,31,818,412
7689,-179,765,958
7690,381,49,-48
7691,-796,15,-584
7692,69,-928,-44
7693,814,362,-466
7694,-970,-837,692
7695,914,-149,133
7696,-120,21,47
7697,-978,-940,293
7698,-943,-128,-972
7699,-252,-73,608
7700,417,-55,931
7701,-990,-975,955
7702,-182,282,-639
7703,787,639,311
7704,-168,596,-109
7705,-201,-701,-55
7706,-269,361,568
7707,-192,851,582
7708,366,793,-543
7709,365,92,-44
7710,115,438,-839
7711,521,725,-69
7712,625,-853,-263
7713,-899,-703,121
7714,-443,-276,-483
7715,-77,-827,-966
7716,631,-385,-399
7717,853,-346,-428
7718,-680,-439,876
7719,-604,-822,-447
7720,-25,574,-378
7721,268,872,437
7722,-277,162,-718
7723,-136,-891,-641
7724,938,228,138
7725,-783,686,-752
7726,-88,-665,537
7727,93,101,-295
7728,941,209,935
7729,-779,388,869
7730,763,-720,-998
7731,952,-128,128
7732,-593,-249,682
7733,233,-141,-219
7734,-975,-675,-31
7735,984,-547,747
7736,943,358,-678
7737,-610,-254,-596
7738,-365,42,-777
7739,-707,309,-14
7740,-286,585,-190
7741,-675,-811,-68
7742,794,-370,767
7743,-829,-86,-959
7744,250,149,442
7745,172,-57,-597
7746,267,916,611
7747,-922,-510,-469
7748,215,465,769
7749,-133,359,781
7750,834,-646,-3
7751,-70,-846,-573
7752,-779,549,65
7753,226,-110,-531
7754,224,391,126
7755,57,744,693
7756,-517,161,342
7757,-761,527,-404
7758,-616,-499,-355
7759,409,528,822
7760,-477,-509,366
7761,-858,-846,-463
7762,-296,-933,-832
7763,-629,-355,-645
7764,592,-742,-426
7765,260,-799,825
7766,455,134,-541
7767,242,-686,461
7768,951,-503,-117
7769,364,987,990
7770,-809,-136,-338
7771,601,-406,548
7772,-503,-106,-104
7773,-973,382,786
7774,-632,139,78
7775,-530,-475,919
7776,831,-136,-561
7777,-984,-232,942
7778,188,938,-389
7779,554,-884,-881
7780,-957,-138,536
7781,910,-390,-161
7782,750,-187,-764
7783,604,-19,139
7784,451,-749,828
7785,-742,-349,663
7786,-509,658,160
7787,796,-710,708
7788,497,-207,-899
7789,-868,545,-759
7790,534,-892,678
7791,112,-969,-324
7792,363,-630,-991
7793,927,933,385
7794,537,906,411
7795,104,-80,-351
7796,-894,652,-997
7797,-191,-865,-748
7798,444,173,-259
7799,-994,724,378
7800,-262,28,-971
7801,-823,-635,-493
7802,430,-563,237
7803,548,782,-860
7804,-760,-262,-301
7805,829,426,135
7806,-255,-862,494
7807,903,-694,-759
7808,466,335,706
7809,761,358,914
7810,596,371,-416
7811,718,-74,257
7812,-951,-634,-907
7813,354,-820,-701
7814,-967,-651,417
7815,664,439,355
7816,-648,-269,-983
7817,-414,990,-535
7818,-833,928,478
7819,-795,945,21
7820,982,-493,-965
7821,475,458,-570
7822,-570,-773,643
7823,-156,111,847
7824,-755,676,-981
7825,43,580,-360
7826,-595,-639,673
7827,-6,-745,-287
7828,135,369,75
7829,-29,-604,573
7830,-16,78,379
7831,-469,244,-10
7832,770,-187,482
7833,304,-247,-492
7834,623,751,-918
7835,19,-739,130
7836,-232,65,-66
7837,238,269,-676
7838,-643,-157,336
7839,745,-249,-938
7840,888,9,-667
7841,-35,-552,-555
7842,-630,303,114
7843,-808,829,733
7844,-656,927,-579
7845,401,528,756
7846,-40,-649,770
7847,405,-315,-167
7848,132,907,-224
7849,-786,752,152
7850,316,432,-344
7851,778,-593,66
7852,266,380,-616
7853,-394,-474,-556
7854,-584,-359,-127
7855,870,884,-644
7856,592,893,181
7857,239,510,-232
7858,299,403,-735
7859,430,530,-685
7860,489,995,-310
7861,-532,866,-606
7862,74,581,383
7863,962,-524,198
7864,-349,919,-427
7865,-380,489,266
7866,379,703,589
7867,-502,-278,891
7868,-378,534,-74
7869,137,-675,372
7870,-341,-132,723
7871,401,-986,-83
7872,-912,-252,-597
7873,-867,420,-241
7874,-682,291,688
7875,119,34,-658
7876,45,-737,625
7877,-50,17,-675
7878,953,192,-843
7879,-479,402,-221
7880,-169,4,777
7881,-101,-791,-920
7882,-473,912,-140
7883,-604,732,770
7884,148,-650,-39
7885,651,744,340
7886,-243,564,-307
7887,770,-8,-601
7888,-609,-470,977
7889,-754,724,-992
7890,528,-851,-819
7891,131,31,-66
7892,739,565,280
7893,-156,-957,-603
7894,-980,-972,-368
7895,739,-715,-66
7896,666,-872,659
7897,296,947,629
7898,305,181,-880
7899,202,402,-45
7900,-282,-587,-848
7901,951,175,-189
7902,789,-892,-963
7903,-32,876,-505
7904,-83,-660,179
7905,49,715,-462
7906,776,-319,-5
7907,78,532,-925
7908,-757,-483,382
7909,-16,-487,-319
7910,162,-352,-822
7911,-350,-111,12
7912,841,55,-574
7913,-592,220,-181
7914,563,886,-103
7915,-479,596,-276
7916,-52,253,-453
7917,238,97,902
7918,-494,723,-564
7919,113,942,-956
7920,-926,-333,440
7921,-201,-670,642
7922,-885,651,719
7923,388,507,989
7924,432,-319,-697
7925,479,857,-228
7926,660,552,-894
7927,525,185,-168
7928,-598,607,-930
7929,349,-404,864
7930,-510,249,37
7931,797,606,-396
7932,-647,-76,226
7933,-487,-23,675
7934,665,-83,350
7935,624,860,-65
7936,287,-841,-74
7937,516,-697,-675
7938,-63,499,-294
7939,658,863,990
7940,-914,450,-941
7941,-798,-427,241
7942,974,-463,-143
7943,603,-675,-981
7944,-325,-911,-83
7945,400,723,384
7946,-355,-404,829
7947,987,-324,-313
7948,380,-396,-348
7949,-911,-635,272
7950,-831,-506,233
7951,-347,565,486
7952,-624,-288,427
7953,-799,-885,-650
7954,-203,283,-193
7955,-725,-7,-7
7956,166,-86,-264
7957,323,-43,278
7958,-454,-881,-641
7959,-459,173,-481
7960,-288,10,-866
7961,-92,-487,-877
7962,208,-33,-150
7963,915,-813,928
7964,744,818,52
7965,-552,-157,307
7966,-474,-650,906
7967,645,-507,-90
7968,-838,-592,734
7969,681,-759,-626
7970,322,98,698
7971,-954,-637,-69
7972,-673,954,-920
7973,-465,986,-710
7974,351,784,585
7975,429,-875,-419
7976,426,713,-673
7977,-423,142,915
7978,-130,-450,966
7979,443,-830,-561
7980,-756,-374,284
7981,-969,30,618
7982,645,-506,844
7983,264,-976,305
7984,-536,-744,-690
7985,523,699,-628
7986,730,847,720
7987,89,426,-961
7988,681,-520,494
7989,296,-625,724
7990,-615,752,-459
7991,-137,13,764
7992,-304,-26,4
7993,-519,-790,467
7994,315,1,-918
7995,-563,-713,289
7996,794,859,-119
7997,612,974,-89
7998,-589,-637,-824
7999,-211,579,982
8000,-453,238,-766
8001,261,-740,952
8002,-580,-461,430
8003,-766,897,-284
8004,469,186,9
8005,72,-432,-711
8006,716,-835,-663
8007,-48,896,-239
8008,-267,-836,251
8009,505,-312,-799
8010,882,788,-857
8011,-77,-662,-279
8012,270,711,-544
8013,-729,-874,-824
8014,719,-913,-44
8015,782,275,280
8016,628,-155,929
8017,867,-281,64
8018,-506,-63,974
8019,-787,432,590
8020,-831,122,982
8021,792,694,-317
8022,-472,493,-97
8023,-60,820,-628
8024,-118,-40,-60
8025,-727,-415,-67
8026,279,-471,-735
8027,198,-124,929
8028,-950,326,859
8029,447,-579,-741
8030,968,-639,-751
8031,-108,205,-320
8032,-642,-516,311
8033,362,-43,20
8034,-600,29,569
8035,237,-837,-872
8036,358,-679,768
8037,716,-273,-726
8038,991,-56,588
8039,112,-521,998
8040,352,589,69
8041,227,779,-14
8042,-399,129,752
8043,-223,590,317
8044,-577,991,967
8045,-460,291,-89
8046,597,-843,419
8047,-909,26,408
8048,-702,-763,-744
8049,-723,-68,-962
8050,274,-14,-811
8051,209,-182,-933
8052,540,871,93
8053,-394,428,50
8054,632,-621,788
8055,471,-356,844
8056,814,-154,457
8057,60,-775,-684
8058,596,775,486
8059,395,-276,-425
8060,926,139,784
8061,-777,-538,524
8062,-773,-906,668
8063,-935,956,98
8064,633,615,83
8065,-51,-511,361
8066,739,-509,195
8067,-336,-111,-293
8068,206,270,919
8069,-387,406,29
8070,352,-434,204
8071,235,-167,401
8072,855,-34,-799
8073,-415,426,-148
8074,68,-414,-531
8075,-714,894,-883
8076,825,-482,875
8077,-1000,-448,90
8078,864,-78,-113
8079,-279,955,-986
8080,-184,-820,846
8081,-201,-417,402
8082,-774,-304,-653
8083,-410,-442,767
8084,659,-150,-773
8085,-888,-55,-462
8086,-666,-276,-435
8087,-916,909,-101
8088,-263,-9,-84
8089,685,103,-479
8090,854,13,58
8091,505,897,-953
8092,-893,-985,-315
8093,546,702,12
8094,448,284,723
8095,-773,-897,161
8096,-879,-966,-70
8097,299,19,-719
8098,-885,78,626
8099,-192,740,-18
8100,140,280,664
8101,-484,-275,-910
8102,587,-45,137
8103,-439,-699,254
8104,-634,-894,408
8105,948,-372,-622
8106,364,-213,-789
8107,216,-994,563
8108,-84,-447,490
8109,44,465,-396
8110,30,-234,477
8111,634,-160,-324
8112,67,-235,-448
8113,-64,5,71
8114,636,-835,910
8115,-770,657,498
8116,386,851,901
8117,-656,427,-799
8118,505,795,-860
8119,361,-719,-534
8120,77,-561,-158
8121,606,-770,191
8122,343,953,595
8123,962,-648,-503
8124,-78,-600,137
8125,-666,557,543
8126,-532,512,556
8127,-75,-220,474
8128,882,-474,816
8129,19,29,676
8130,734,443,622
8131,-814,-480,122
8132,289,335,509
8133,-850,-260,345
8134,-718,848,2
8135,278,-21,946
8136,-34,301,-478
8137,-555,138,264
8138,-783,-130,875
8139,192,-107,174
8140,-477,76,188
8141,-3,735,-16
8142,838,-564,-482
8143,-823,621,-130
8144,302,799,573
8145,-687,-340,-525
8146,-728,-457,430
8147,-799,-489,130
8148,177,-368,-152
8149,-491,-341,-851
8150,840,-833,-219
8151,19,451,-564
8152,125,-612,-394
8153,75,-894,-516
8154,-815,-142,342
8155,192,21,621
8156,460,240,-677
8157,185,226,-446
8158,865,-459,-993
8159,-875,755,-256
8160,490,-651,-63
8161,-465,-459,920
8162,194,-93,595
8163,40,640,659
8164,-803,96,-600
8165,-603,-466,-482
8166,-625,-635,-4
8167,764,-777,-819
8168,56,-307,507
8169,260,986,-743
8170,943,744,492
8171,667,-895,-927
8172,311,-917,-681
8173,680,437,-461
8174,-587,168,149
8175,-332,-940,57
8176,-661,135,640
8177,-92,619,-75
8178,718,677,-352
8179,-113,-771,-482
8180,191,28,255
8181,850,899,641
8182,-19,158,-419
8183,-627,672,-418
8184,-674,-60,836
8185,743,-484,-871
8186,-779,325,994
8187,959,947,-571
8188,-142,719,-474
8189,-575,-287,-133
8190,397,-628,946
8191,495,-523,-477
8192,-853,443,-407
8193,-226,106,-964
8194,-279,273,-53
8195,517,-55,-347
8196,-502,89,850
8197,95,-587,-283
8198,-540,991,-467
8199,143,995,-711
8200,996,440,-666
8201,453,709,-11
8202,391,-957,-348
8203,-435,-126,90
8204,-978,-885,156
8205,899,-58,-584
8206,-753,-591,-554
8207,-588,851,-23
8208,926,414,-764
8209,410,99,369
8210,618,576,-778
8211,502,-799,391
8212,941,-629,822
8213,702,-537,609
8214,71,779,695
8215,26,-794,-786
8216,-760,53,858
8217,573,-204,639
8218,400,590,449
8219,523,328,-464
8220,149,-735,782
8221,560,-851,673
8222,-303,418,-504
8223,210,-979,15
8224,-227,575,-71
8225,-973,-93,195
8226,958,-239,-291
8227,111,915,-677
8228,481,-102,593
8229,71,-580,880
8230,827,735,-933
8231,-853,48,-950
8232,842,-31,134
8233,-661,-25,-142
8234,-33,-104,60
8235,-89,-849,-274
8236,262,79,938
8237,403,-710,-870
8238,547,-575,-513
8239,-229,130,-974
8240,-975,-297,-621
8241,-924,-347,-267
8242,-268,-723,-469
8243,-921,867,-547
8244,406,-989,-103
8245,-684,18,-864
8246,141,74,870
8247,94,-927,758
8248,441,751,397
8249,82,-465,748
8250,-498,625,269
8251,-109,-452,316
8252,-810,-525,251
8253,-650,-228,46
8254,664,44,-374
8255,-639,-52,664
8256,-764,784,-313
8257,-872,472,484
8258,859,827,-873
8259,-303,399,934
8260,-489,-119,-406
8261,229,688,569
8262,149,458,-719
8263,40,485,714
8264,-738,135,-658
8265,-294,-108,235
8266,831,-500,931
8267,157,588,524
8268,684,906,-706
8269,248,130,-400
8270,-708,-705,535
8271,-49,657,145
8272,-371,-283,-604
8273,-727,724,-418
8274,982,373,933
8275,-609,-679,733
8276,417,231,922
8277,515,511,-492
8278,275,-964,248
8279,-85,-290,-619
8280,565,-284,-168
8281,324,736,21
8282,-247,-511,163
8283,-852,381,-550
8284,-269,788,614
8285,-718,85,-346
8286,905,743,456
8287,-887,-211,968
8288,464,720,422
8289,-554,-316,-504
8290,713,-314,755
8291,16,-907,-85
8292,-305,-455,744
8293,-778,-137,-197
8294,375,931,450
8295,-182,375,-382
8296,-499,-814,-271
8297,-848,315,388
8298,-713,602,-793
8299,-540,-715,334
8300,-725,-856,212
8301,144,989,968
8302,-973,-971,-305
8303,395,15,-630
8304,891,-833,-409
8305,745,-680,534
8306,-651,31,-23
8307,156,72,-126
8308,188,296,-540
8309,207,-590,730
8310,-231,-999,-71
8311,747,-776,-797
8312,289,378,-35
8313,-96,467,-311
8314,99,-745,-116
8315,988,949,455
8316,-511,-34,399
8317,125,740,742
8318,-652,-590,-397
8319,733,501,654
8320,686,200,998
8321,-909,272,418
8322,951,-945,-663
8323,-601,-126,703
8324,315,477,825
8325,-272,382,-376
8326,-89,189,-8
8327,249,-679,245
8328,-633,785,988
8329,268,-416,42
8330,595,576,254
8331,-478,-864,-896
8332,360,-386,906
8333,584,288,-795
8334,63,36,929
8335,517,-442,997
8336,659,875,-897
8337,858,61,-36
8338,594,291,-843
8339,591,399,214
8340,-525,-776,-801
8341,299,-327,-246
8342,107,-476,379
8343,628,-808,-804
8344,-355,-355,-547
8345,-106,459,-666
8346,-394,-835,-347
8347,-263,-241,-942
8348,-981,181,-359
8349,-316,381,-517
8350,247,-600,984
8351,-670,-616,-171
8352,139,897,245
8353,-130,370,-27
8354,-55,-260,-828
8355,-196,265,403
8356,892,657,-161
8357,-962,-918,976
8358,879,-261,-137
8359,-531,-619,9
8360,343,-107,148
8361,703,-973,-873
8362,-613,694,674
8363,-719,-581,601
8364,-419,467,-522
8365,78,-126,155
8366,-75,-146,-716
8367,186,108,798
8368,360,-921,405
8369,-680,-649,-917
8370,887,231,-72
8371,326,-346,778
8372,634,-636,-195
8373,-937,-236,476
8374,53,507,496
8375,505,164,382
8376,142,-348,-614
8377,308,557,740
8378,-395,132,-301
8379,-296,137,-94
8380,-341,-653,178
8381,-429,-851,998
8382,-397,-998,-594
8383,379,417,920
8384,320,372,-616
8385,810,-744,808
8386,-293,815,355
8387,-374,-816,976
8388,668,-99,244
8389,433,499,-181
8390,-844,-522,397
8391,-163,-157,899
8392,-156,84,-703
8393,170,-933,-967
8394,-237,684,-616
8395,951,-507,-612
8396,985,787,228
8397,497,-911,-718
8398,-50,-655,439
8399,409,309,-812
8400,-225,-641,-788
8401,-233,-78,462
8402,-546,-274,-766
8403,800,293,337
8404,473,-954,60
8405,-772,-422,585
8406,904,-408,266
8407,-908,315,390
8408,404,-411,-735
8409,-676,893,-277
8410,-370,-436,291
8411,-743,-85,244
8412,-406,55,-49
8413,636,-714,447
8414,-605,262,-299
8415,533,-462,321
8416,694,-563,649
8417,176,-343,810
8418,819,-65,-382
8419,317,915,723
8420,-319,-939,897
8421,374,780,-244
8422,-122,347,227
8423,66,-389,282
8424,-963,965,-187
8425,436,224,695
8426,-739,-439,-410
8427,-207,-385,932
8428,276,-317,100
8429,-276,225,624
8430,783,763,-518
8431,-815,-717,-461
8432,164,-647,474
8433,104,-626,-152
8434,-37,916,-284
8435,507,-313,-908
8436,-885,560,-248
8437,14,-891,-785
8438,164,-211,-707
8439,954,627,-920
8440,-342,995,-734
8441,667,952,-118
8442,-756,-230,-672
8443,-398,-369,-72
8444,518,-285,504
8445,-183,562,113
8446,35,727,85
8447,-996,697,-967
8448,-352,-924,483
8449,685,-392,305
8450,696,760,-646
8451,664,-335,907
8452,47,-591,817
8453,-200,-88,38
8454,765,378,529
8455,-557,589,-524
8456,935,13,-710
8457,605,827,-895
8458,637,500,841
8459,916,-975,-635
8460,-315,759,260
8461,-590,-953,61
8462,826,-433,-371
8463,-760,-73,853
8464,-410,206,272
8465,399,-123,-123
8466,-19,-540,-935
8467,933,836,-522
8468,975,706,-64
8469,-602,-615,983
8470,912,186,829
8471,387,476,-711
8472,-909,42,770
8473,-451,-102,523
8474,-607,-452,-98
8475,415,251,-866
8476,-73,-246,565
8477,-566,-269,607
8478,409,-847,-94
8479,-141,-347,297
8480,527,-242,325
8481,-630,-128,304
8482,-92,671,197
8483,102,449,-416
8484,128,-146,-350
8485,-29,950,-568
8486,926,256,205
8487,599,-922,-802
8488,877,65,-266
8489,-607,-253,959
8490,189,-20,-133
8491,885,416,-244
8492,-430,-965,788
8493,-220,658,311
8494,-310,-170,637
8495,160,-284,-290
8496,450,-963,-644
8497,-456,779,655
8498,476,-587,-717
8499,-625,12,-542
8500,830,-643,-26
8501,863,292,980
8502,366,-282,-133
8503,-958,-572,-515
8504,-840,325,-170
8505,458,380,-850
8506,19,-364,-502
8507,-302,86,-577
8508,832,-48,355
8509,-887,498,745
8510,-237,-486,-377
8511,-538,-281,-263
8512,-812,-309,-758
8513,-813,346,678
8514,533,381,180
8515,-409,-924,565
8516,764,880,-820
8517,-591,851,587
8518,-69,-634,242
8519,617,-886,-309
8520,577,405,592
8521,-861,-173,-570
8522,55,184,806
8523,-620,-912,-631
8524,130,-290,-792
8525,920,450,978
8526,705,-4,31
8527,-738,-335,849
8528,665,-941,-905
8529,-174,-380,552
8530,-587,583,785
8531,-358,-380,-372
8532,-848,-436,-638
8533,-126,-898,-53
8534,962,59,-565
8535,822,942,747
8536,372,821,-144
8537,-741,-532,-235
8538,205,-566,-980
8539,272,11,899
8540,-749,-663,504
8541,-151,602,438
8542,-404,910,-541
8543,-786,-312,586
8544,832,892,-649
8545,224,919,-375
8546,-440,555,432
8547,-401,730,-385
8548,600,313,-240
8549,605,-451,-301
8550,619,879,-380
8551,771,-311,491
8552,390,-525,501
8553,-307,405,304
8554,-232,-47,901
8555,134,499,-721
8556,-404,-272,-813
8557,-598,742,426
8558,375,-859,151
8559,881,-790,580
8560,-623,-571,766
8561,-981,-169,970
8562,-816,-284,-884
8563,-188,589,708
8564,-202,426,242
8565,980,46,176
8566,-496,-777,982
8567,-952,-706,299
8568,-525,-509,-673
8569,473,430,-501
8570,624,-246,735
8571,-438,-851,-421
8572,-592,802,909
8573,-914,-509,-125
8574,256,899,-713
8575,-659,123,569
8576,-290,-970,372
8577,-762,-195,5
8578,841,-237,-666
8579,-349,-231,-770
8580,579,-541,847
8581,-65,-536,884
8582,-497,-820,-780
8583,-237,262,818
8584,977,-833,973
8585,-378,427,439
8586,-775,-267,-326
8587,41,94,-701
8588,-69,-199,-50
8589,-311,120,682
8590,643,-361,575
8591,359,-74,-149
8592,315,-10,-513
8593,706,152,-500
8594,-829,302,-895
8595,697,512,653
8596,466,547,-90
8597,-574,336,226
8598,697,-171,-583
8599,800,-916,350
8600,-438,-398,-967
8601,-542,809,-732
8602,-709,-263,356
8603,809,-606,-947
8604,178,861,741
8605,988,49,-947
8606,-998,-985,681
8607,414,-734,305
8608,-874,-687,-228
8609,-550,617,518
8610,-720,100,333
8611,396,404,-537
8612,930,-33,-354
8613,-322,259,286
8614,553,-108,-805
8615,-886,-157,-394
8616,108,-503,-297
8617,715,-12,610
8618,557,-600,-203
8619,-795,860,-835
8620,883,222,-267
8621,-779,281,-201
8622,-815,-563,-118
8623,410,-909,316
8624,-375,-883,150
8625,798,-46,813
8626,270,461,-262
8627,979,932,947
8628,-906,92,-572
8629,-148,-883,-320
8630,-113,462,101
8631,741,-823,-132
8632,81,-841,227
8633,727,470,894
8634,255,-890,987
8635,232,-63,974
8636,17,-191,282
8637,-36,304,922
8638,-171,671,-487
8639,880,-646,-383
8640,-526,673,-741
8641,-472,-528,-799
8642,-642,-138,-55
8643,867,-371,491
8644,483,647,-857
8645,161,-538,-407
8646,56,73,-791
8647,603,-279,-193
8648,505,754,344
8649,-29,-24,796
8650,-614,623,971
8651,-464,-807,-457
8652,-716,-258,720
8653,-164,-27,-863
8654,697,-793,-785
8655,-299,-388,-105
8656,-295,358,223
8657,-700,-154,-569
8658,12,931,-416
8659,64,269,-913
8660,818,-202,-781
8661,-276,677,-621
8662,-519,685,-57
8663,-288,985,884
8664,550,-193,-465
8665,-763,797,-449
8666,677,521,52
8667,713,800,-100
8668,-810,-662,261
8669,-865,196,485
8670,-885,-738,789
8671,239,721,-884
8672,-269,509,-418
8673,538,589,-841
8674,519,669,-182
8675,-29,-920,-219
8676,-181,-816,-402
8677,904,-511,-366
8678,64,-637,-141
8679,89,1,733
8680,855,458,116
8681,576,-267,-22
8682,139,-984,764
8683,-402,995,-822
8684,-805,-277,422
8685,997,381,730
8686,-135,980,921
8687,-7,338,-690
8688,582,906,-223
8689,-664,557,-530
8690,-410,-388,667
8691,-169,-782,499
8692,-79,482,-667
8693,348,320,-677
8694,-200,364,-778
8695,226,-712,-491
8696,-158,-883,-951
8697,-683,119,689
8698,155,420,624
8699,-671,686,-996
8700,53,-611,-31
8701,586,781,-767
8702,-352,406,871
8703,-830,134,307
8704,-603,790,603
8705,205,708,985
8706,-28,-427,376
8707,-177,73,844
8708,112,-78,-750
8709,-584,-727,-289
8710,610,-194,996
8711,-744,768,-635
8712,192,-882,-42
8713,643,427,889
8714,-408,-757,629
8715,-665,662,-747
8716,-447,765,149
8717,585,-64,344
8718,151,728,-794
8719,144,399,-948
8720,-609,-112,-106
8721,757,-749,607
8722,-585,-390,-779
8723,-998,-156,649
8724,848,-319,256
8725,-816,55,330
8726,448,-185,-640
8727,-93,518,-37
8728,865,-555,-567
8729,-591,-155,-143
8730,828,-305,-614
8731,-724,364,681
8732,-179,-132,-144
8733,-602,337,-368
8734,-867,-342,-947
8735,-852,-298,488
8736,854,766,-300
8737,399,759,-192
8738,-468,865,627
8739,-310,978,576
8740,984,511,-130
8741,-901,-832,-738
8742,-402,130,862
8743,-939,-88,-755
8744,-780,-402,-879
8745,-713,189,-677
8746,-73,-924,-27
8747,39,749,36
8748,662,-590,311
8749,787,341,-393
8750,-287,-901,-258
8751,902,-508,-823
8752,980,-161,-486
8753,649,-217,-656
8754,724,-925,937
8755,732,695,713
8756,78,615,-619
8757,-843,-643,-868
8758,-905,836,319
8759,681,989,-820
8760,-574,-117,737
8761,877,566,-163
8762,-686,777,-146
8763,71,-198,669
8764,486,180,-115
8765,355,-83,-973
8766,777,-220,-26
8767,-429,324,600
8768,468,-633,483
8769,-624,-825,-655
8770,930,522,303
8771,-395,-121,-704
8772,721,-669,17
8773,-148,-181,404
8774,375,890,-10
8775,441,-659,-679
8776,-835,-38,-299
8777,200,-507,181
8778,658,-147,842
8779,-443,289,729
8780,359,-902,265
8781,-531,-258,-449
8782,802,94,-795
8783,-384,728,32
8784,-579,-480,-437
8785,175,473,179
8786,812,-154,536
8787,962,-665,-745
8788,832,-261,-112
8789,923,-617,-35
8790,472,228,-255
8791,-348,54,-570
8792,-849,-213,27
8793,-879,-552,169
8794,-65,-471,-578
8795,-360,890,759
8796,259,680,55
8797,37,-245,-49
8798,811,-223,-747
8799,-650,942,820
8800,467,-988,-712
8801,-464,912,-646
8802,218,442,48
8803,767,-570,-627
8804,461,759,306
8805,-870,-897,758
8806,776,-162,809
8807,-729,-263,645
8808,-549,515,-53
8809,331,-659,-157
8810,700,-264,339
8811,211,-976,-867
8812,-244,-841,-44
8813,202,30,-573
8814,465,-124,-128
8815,-492,870,-578
8816,-654,634,365
8817,-805,283,754
8818,773,43,-779
8819,-286,-343,-817
8820,920,976,818
8821,-467,-584,-743
8822,-692,664,-583
8823,930,922,-957
8824,-409,207,-201
8825,857,-702,-561
8826,-240,260,29
8827,-11,-783,-475
8828,663,37,-937
8829,873,218,-719
8830,416,238,419
8831,-67,-233,420
8832,567,343,748
8833,-709,-446,-623
8834,-825,-944,-908
8835,-927,434,967
8836,-338,419,387
8837,143,-623,-280
8838,563,938,-281
8839,-646,823,-802
8840,594,390,-382
8841,-203,-468,-976
8842,-582,855,906
8843,-737,-864,-810
8844,314,64,736
8845,-813,376,-374
8846,646,-854,-723
8847,-24,408,-257
8848,-744,514,225
8849,-566,178,981
